#SampleID	State	Year	SiteAlias	SampleID2	Collected_Date	WaterbodyName	Latitude	Longitude	COMID	US_L4CODE	US_L3CODE	DIST_Cat	CatAreaSqKm	WsAreaSqKm	BFICat	ElevCat	Na2OCat	Al2O3Cat	CaOCat	Fe2O3Cat	SiO2Cat	MgOCat	SCat	P2O5Cat	K2OCat	NCat	HydrlCondCat	CompStrgthCat	ICI_v2_1	PctImp2019Cat	AgKffactCat	KffactCat	PctGlacTilCrsCat	SN_2008Cat	NO3_2008Cat	InorgNWetDep_2008Cat	NH4_2008Cat	PctUrban2019Cat	PctForest2019Cat	PctAg2019Cat	PctWetland2019Cat	PctHay2019Cat	PctCrop2019Cat	NsurpCat	NANICat	PrecipCat	TmaxCat	TmeanCat	TminCat	MSST_Avg	RockNCat	RunoffCat	ClayCat	SandCat	WtDepCat	OmCat	PermCat	RckDepCat	sw_fluxCat	WaterInputCat	wdrw_LDCat	WetIndexCat	Temperature_DegC	SpecConductivity_msCm	DO	Tot_Alk	NO3NO2	Chloride	Chla_area	Color_app	TKN	TN	TP	Turbidity	TDS	Chla_conc	pH
PrimeStrs_7147	MA	2023	PrimeStrs_7147	PrimeStrs_7147	8/5/2023	West Branch Farmington River	42.070446	-73.061886	6107147	58d	58	SomeStrs	9.027	246.3444	44.3426	377.0776	3.1267	14.3268	3.4133	4.6566	66.6597	1.6847	0.0182	0.1304	2.6169	0.0117	0.4783	152.5295	0.80285443221187	0.43	0.0067	0.23	67.56	710.3412	13.2159	4.9977	2.601	0.89	87.57	2.32	4.43	2.32	0	10240.6843826402	8291.1511290844	1298.33422386839	13.4266712928215	7.70039820272183	-11.4979561238285	21.0045159656	136.994	697	6.0327	40.9477	119.8292	1.8095	6.1105	115.9318	690776	2.41611438128274E-05	38.8994	728.5183	20.8	130	9.44	16.2	0.05	19	0.0019	36	3	3	0.005	1.1	68	0.295	7.01
PrimeRef_6366	MA	2023	PrimeRef_6366	PrimeRef_6366	8/1/2023	Tinkerville Brook	42.0170032	-71.7207131	6116366	59c	59	Ref	4.1778	13.9194	51.9834	164.904	3.1329	14.5333	4.1889	5.5876	64.71	2.499	0.0222	0.121	2.8038	0.003	0.0082	175.5256	0.790890536002649	1.16	0.0078	0.2331	96.85	626.2503	11.6358	4.3709	2.2511	2.22	79.58	2.52	7.99	2.52	0	6649.93886504457	6104.23732835075	1259.44896706161	14.811624788087	9.29779424610082	-9.44073661572598	20.35127070005	94.3218	700	6.1578	48.1696	114.8788	2.9556	10.1242	135.0101	776153	2.85997145910859E-05	127.6161	821.5358	20.1	67	9.38	1	0.05	11	0.001	90	0.838	0.84	0.005	0.88	46	0.194	5.9
OverStrs_3709	MA	2023	OverStrs_3709	OverStrs_3709	8/1/2023	Matfield River	42.0311824	-70.9706239	6123709	59e	59	HighStrs	0.8865	79.9416	53	17.9138	1.0791	8.7641	1.4054	2.9556	64.0112	1.3013	0.2169	0.1263	1.6136	0.1243	0.1677	78.6861	0.402065917874009	13.45	0.0309	0.18	0	567.4448	10.041	3.7489	1.9123	26.8	28.22	15.13	15.23	4.67	10.46	4034.84832741212	4380.54368685492	1270.36732704569	15.8143016950254	9.97203441368528	-7.30000019073097	21.140290440225	13.974	668	2.35	72.09	136.77	0.96	32.24	146.05	1206491	0.000419110211247469	234.584	853.0579	20.9	640	7.64	51	1	110	0.0025	48	0.639	1.6	0.047	0.73	290	0.51	6.84
PrimeRef_4837	MA	2023	PrimeRef_4837	PrimeRef_4837	8/1/2023	Rocky Brook	42.02502953	-71.79449349	6144837	59c	59	BestRef	3.3201	4.8735	52	211.8808	3.5388	14.2844	1.3942	1.9991	72.2868	0.453	0.0299	0.1001	4.4825	0.0035	2E-04	188.4987	0.80564090125784	0.96	0.0042	0.1957	99.35	644.6729	11.9992	4.5093	2.3238	2.03	83.98	0.81	9.47	0.81	0	4820.15797696505	4392.85937007111	1231.11980918135	14.3740178671998	9.04217556183248	-9.91087008750339	18.69378806115	91.453	689	5.7044	51.8444	109.3037	1.3107	12.0601	128.2888	393485.7601	1.34777272498227E-05	76.6231	787.5102	16.7	43	7.78	1	0.05	5.6	8E-04	15	1	1	0.005	0.22	6.5	0.172	5.2
PrimeRef_6965	MA	2023	PrimeRef_6965	PrimeRef_6965	8/2/2023	Hamant Brook	42.0891252	-72.097519	6146965	59b	59	SubRef	2.2626	6.8265	53	225.8035	1.9172	14.8229	3.474	7.318	61.4019	3.0737	0.0616	0.1541	2.3224	0.0353	0.1937	98.962	0.69313416558714	4.25	0.0043	0.22	83.49	667.0422	12.4291	4.6823	2.4227	8.59	76.37	2.15	10.3	2.15	0	3396.97588278098	3032.01220604551	1288.81256021082	14.2300525936754	8.7896703190533	-10.0424822558473	18.056669335725	99.2047	689	5.8006	51.442	83.7872	0.8167	9.562	140.3552	393382	7.42171677659268E-06	64.8157	768.2566	19	303	9.5	20	0.19	71	0.0072	140	3	3.2	0.016	3.4	160	1.29	7.17
OverRef_7631	MA	2023	OverRef_7631	OverRef_7631	8/2/2023	Stevens Brook	42.0580156	-72.18483273	6147631	59b	59	Ref	9.3429	9.3429	52.8194	301.8062	2.0521	14.955	4.1591	7.5524	61.0735	3.2982	0.0624	0.1598	2.1864	0.031	0.1743	110.0888	0.766982200815742	0.45	0.0084	0.2002	100	668.9284	12.4593	4.6942	2.4293	0.75	80.35	3.42	9	2.4	1.02	13658.3765556435	12279.9131304008	1284.87035965707	13.6274335240343	8.61725398821886	-9.77167896753685	17.50109968895	29.5302	688.5334	5.6787	48.6095	131.6789	1.4113	10.9742	129.7542	393382.5125	9.61762088067641E-05	137.6568	745.1664	17	76	10.18	8	0.05	12	0.0034	140	0.453	0.45	0.019	7.3	60	0.588	6.92
PrimeStrs_5968	MA	2023	PrimeStrs_5968	PrimeStrs_5968	8/6/2023	Unnamed Tributary	42.538694	-73.333349	6185968	58a	58	SomeStrs	25.7427	50.8248	45.4821	405.8691	1.048	10.6464	9.6267	5.0496	49.7987	2.6334	0.0546	0.1154	2.3881	0.0434	0.0659	103.0551	0.656285713237146	1.65	0.0482	0.2897	43.28	660.7147	12.5649	4.7314	2.4466	3.22	74.76	15.34	3.28	12.93	2.41	25769.7771420573	20312.0329222241	1199.53962529455	12.8684033347201	7.12669900160822	-11.9198232142782	18.22195927335	159.5907	396.5519	12.9882	29.9932	142.0922	1.6966	7.3506	107.2843	522890.4406	0.000244289462074289	42.8258	738.9712	14.4	213	10.23	56.2	0.56	23	0.0029	6	0.503	1.1	0.005	0.51	100	0.593	7.32
PrimeRef_5994	MA	2023	PrimeRef_5994	PrimeRef_5994	8/6/2023	Unnamed Tributary	42.510998	-73.345406	6185994	58a	58	SubRef	7.6689	7.6689	46.0929	434.2415	1.1793	12.1796	6.1922	5.5325	55.2416	2.4164	0.0448	0.119	2.9808	0.0464	0.0571	99.5407	0.715093259163018	0.63	0.0229	0.3089	56.58	667.6614	12.6632	4.7717	2.47	1.09	89.14	5.24	0.98	4.85	0.39	7309.82136597459	5694.66895073329	1219.82806582561	12.7059777582443	6.95082096650628	-11.6621993386926	16.772769332625	163.2508	399.277	15.01	23.3034	153.55	0.91	5.51	84.39	522929.5694	3.31481541807555E-05	16.6805	715.5907	15.5	177	9.84	81.2	0.05	2.9	0.0031	2.5	0.32	0.32	0.005	1.1	88	0.632	7.54
PrimeRef_8752	MA	2023	PrimeRef_8752	PrimeRef_8752	8/5/2023	City Brook	42.09527631	-73.46534019	6188752	58a	58	BestRef	1.9539	9.6903	47.4993	469.7721	1.0357	12.6385	7.6449	6.2192	52.1957	2.4743	0.0523	0.1272	2.5917	0.0468	0.1212	76.3177	0.833699305499816	0.64	0.0027	0.31	100	745.7325	13.9714	5.2943	2.7629	1.34	90.56	0.32	3.64	0.32	0	2216.20192991679	1772.49867948641	1258.43851845233	13.2095612240903	8.1726892801474	-11.2361583595578	16.976455548	185.8522	389	15.01	23.3	153.55	0.91	5.51	84.39	522856	6.48133212739784E-07	2.8874	706.6149	14.1	115.6	9.8	8	0.05	11	7E-04	11	0.15	0.15	0.005	0.77	48	0.144	6.59
PrimeRef_1131	MA	2023	PrimeRef_1131	PrimeRef_1131	8/3/2023	Unnamed Tributary	42.27841233	-72.50871853	6781131	59a	59	BestRef	3.2724	3.2724	51.4992	137.4243	0.8753	9.7257	1.8841	3.0745	69.9107	1.4484	0.0558	0.1356	2.2498	0.0419	0.1128	109.6898	0.797181832800478	0.38	0.0029	0.18	38.2	723.0349	13.4402	5.1101	2.6838	0.78	89.99	1.05	6.74	1.05	0	4496.67781051465	4113.9276898902	1180.59376930418	14.9936328566282	8.93783102937294	-10.0347633073432	17.0064381436	121.6259	616	6.2939	52.4097	152.8824	0.3683	17.3431	105.1909	385693	1.08696545193215E-05	5.0866	712.4362	14.9	177	8.65	59.2	0.05	1.3	0.0022	11	0.354	0.35	0.019	0.68	55	0.44	7.23
PrimeStrs_1863	MA	2023	PrimeStrs_1863	PrimeStrs_1863	8/3/2023	North Branch Manhan River	42.29977505	-72.74292555	6781863	58e	58	HighStrs	1.386	32.3487	47.5948	141.343	1.4559	11.8381	8.2467	5.9164	51.4242	2.752	0.059	0.1328	1.9504	0.0315	0.2395	93.3819	0.362900516125395	1.75	0.0806	0.2199	79.74	677.9776	12.6431	4.7841	2.4937	3.51	54.48	29.8	9.42	27.92	1.88	4133.40713395297	3915.9908038547	1199.52023466234	14.867595755	8.74156941623377	-10.8411035977273	19.13047214025	156.6622	616	6.44	45.6627	73.97	0.79	5.36	139.3	385693	0.000107936683566198	121.1688	813.6734	15.7	167	10.13	26	0.59	18	0.0095	14	0.424	1	0.005	0.56	54	1.92	7.01
PrimeStrs_8209	MA	2023	PrimeStrs_8209	PrimeStrs_8209	7/31/2023	East Branch Ware River	42.454408	-71.950516	7688209	58g	58	Strs	2.826	35.0919	51	293.2322	1.1878	14.5135	0.9964	7.0809	59.7603	2.7465	0.0532	0.1356	2.9649	0.0502	0.1392	71.8406	0.672511579852018	2.12	0.0161	0.22	0	646.0595	11.997	4.5424	2.3699	4.36	60.95	4.2	21.09	4.2	0	3871.38250974595	3407.98442978168	1213.03553536624	13.5901320919108	7.74388341585987	-11.3757004835032	18.457912632825	99.5721	469	6.44	45.66	73.97	0.79	5.36	139.3	439717	3.66909857975119E-05	241.4654	756.7761	20.4	70	7.71	4.4	0.05	11	9E-04	74	2.27	2.3	0.012	1.4	32	0.189	6.53
PrimeStrs_8209	MA	2023	PrimeStrs_8209	PrimeStrs_8209_QC	7/31/2023	East Branch Ware River	42.454408	-71.950516	7688209	58g	58	Strs	2.826	35.0919	51	293.2322	1.1878	14.5135	0.9964	7.0809	59.7603	2.7465	0.0532	0.1356	2.9649	0.0502	0.1392	71.8406	0.672511579852018	2.12	0.0161	0.22	0	646.0595	11.997	4.5424	2.3699	4.36	60.95	4.2	21.09	4.2	0	3871.38250974595	3407.98442978168	1213.03553536624	13.5901320919108	7.74388341585987	-11.3757004835032	18.457912632825	99.5721	469	6.44	45.66	73.97	0.79	5.36	139.3	439717	3.66909857975119E-05	241.4654	756.7761				2.8	0.05	11	8E-04	70	0.43	0.43	0.027	1	38	0.161	6.24
PrimeRef_0065	MA	2023	PrimeRef_0065	PrimeRef_0065	8/2/2023	East Branch Swift River	42.44333962	-72.18730625	7690065	59b	59	Ref	1.9359	73.5624	48.8749	226.1599	2.5972	14.6704	2.5032	5.4261	65.9271	1.9618	0.0341	0.1339	2.7584	0.0206	0.0875	125.3006	0.830220399846402	0.38	6E-04	0.1956	83.03	699.7318	13.0019	4.9473	2.6014	0.56	90.01	0.33	3.02	0.33	0	2001.85558706691	1601.22062110337	1212.71815644816	14.0875367196188	7.99653857033938	-11.1678755319851	19.617585689025	100.5141	469	5.6243	51.4669	88.5845	1.1735	10.209	139.4463	439717	9.6580495127605E-07	9.276	729.7685	17.5	69	10.09	7	0.05	12	0.0014	68	0.384	0.38	0.012	0.93	14	0.276	6.72
PrimeStrs_9606	MA	2023	PrimeStrs_9606	PrimeStrs_9606	8/6/2023	Wahconah Falls Brook	42.484309	-73.148521	7709606	58b	58	Strs	0.4896	49.9185	46	354.5276	0.1307	0.6619	32.2446	1.1126	8.1647	8.3984	0.0781	0.0641	0.1597	0.031	0.1281	118.1349	0.5090254365858	14.34	0.0516	0.2705	4.96	685.6128	12.9968	4.8946	2.5317	28.67	33.63	13.79	18.2	13.79	0	1945.7831707155	2262.57012467892	1217.9345613364	13.3192538829412	7.26021209534926	-12.2198528314338	18.228740074825	149.3082	667	8.178	45.598	118.5586	5.4329	24.2804	146.5562	612411	3.59516556882615E-06	61.8602	879.4908	19.4	252	9.7	65.2	0.12	30	0.0125	27	0.34	0.46	0.059	0.44	140	2.49	7.64
PrimeStrs_9666	MA	2023	PrimeStrs_9666	PrimeStrs_9666	8/5/2023	Southwest Branch Housatonic River	42.43989713	-73.29401043	7709666	58b	58	HighStrs	0.3339	52.5717	45.1456	317.6596	0.15	0.9	33.2	1.3557	11.15	2.735	0.1	0.085	0.15	6E-04	0.1476	108.6189	0.397342857744287	27.51	0.0657	0.28	100	653.7024	12.3528	4.6612	2.4179	48.24	16.18	7.55	6.47	7.55	0	1250.65888817949	1363.21495662729	1115.06032313477	13.5860697136927	7.55751426393531	-12	18.974325012925	134.0895	667	12.3	34.02	118.9	3.48	4.42	134.54	612411	1.23195343919879E-06	28.4568	784.6173	21.5	436	8.93	120	0.15	25	0.0039	22	3.81	4	0.016	1.9	150	0.787	7.77
PrimeRef_9756	MA	2023	PrimeRef_9756	PrimeRef_9756	8/6/2023	Furnace Brook	42.368004	-73.380574	7709756	58b	58	SubRef	13.6854	15.2883	44.0235	359.7357	0.4865	5.0116	23.5081	2.9284	27.119	2.664	0.0788	0.0977	1.1479	0.0173	0.1188	104.7689	0.705243478767586	1.49	0.0379	0.2918	95.93	666.3446	12.5538	4.7448	2.467	2.9	72	8.02	10.74	8.02	0	16413.9662396666	14106.2327653912	1175.91492462844	13.2976215231488	7.26019415119032	-11.6454360587268	17.637838311375	132.9791	649.9609	13.0188	31.1863	128.09	2.7984	4.7091	121.239	612399.2211	8.61272215181738E-05	35.1059	751.7567	14.2	402	10.3	180	0.14	13	0.0034	2.5	0.323	0.46	0.005	0.37	250	0.682	7.88
PrimeStrs_0204	MA	2023	PrimeStrs_0204	PrimeStrs_0204	8/5/2023	Unnamed Tributary	42.213175	-73.391263	7710204	58b	58	Strs	22.4532	40.7556	46.8088	312.3433	0.5311	5.6585	21.3656	3.2653	28.5439	4.4263	0.0734	0.0954	1.146	0.0279	0.1277	103.602	0.57858239123918	1.04	0.0632	0.2794	97.33	671.7824	12.6196	4.7747	2.4863	2.05	68.5	16.26	8.13	15.56	0.7	26779.8922442331	22897.696125923	1149.1336809604	13.8135039122174	7.79246822342472	-11.4026093605099	19.113997083175	141.2419	667	11.295	33.8912	131.0793	2.7533	5.9706	120.5334	612411	0.000207817054322534	73.5671	741.5885	18.6	388	9.49	109	0.44	14	0.0049	2.5	6.57	7	0.011	0.68	150	0.985	7.52
PrimeRef_0236	MA	2023	PrimeRef_0236	PrimeRef_0236	8/5/2023	Unnamed Tributary	42.05003318	-73.42610577	7710236	58a	58	BestRef	9.0828	9.0828	47.4874	527.3018	0.4077	4.3267	25.1105	2.8047	23.3726	2.8363	0.0871	0.0974	0.8692	0.0134	0.147	99.2016	0.799502372654009	0.16	0.0053	0.3076	92.51	758.3852	14.2006	5.3805	2.8073	0.26	92.05	1.03	4.91	1.03	0	10165.2619179229	8111.16366576847	1268.54632676377	13.0504780519223	7.75575042956797	-11.3141695450852	17.65257918085	180.4427	650.9128	14.1589	26.6846	150.0641	1.4564	7.5329	92.2503	612180.2796	6.73836786221823E-06	9.5019	699.852	14.9	33.6	9.85	2	0.05	1.4	6E-04	17	0.15	0.15	0.005	0.65	6.5	0.128	6.34
PrimeStrs_0238	MA	2023	PrimeStrs_0238	PrimeStrs_0238	8/5/2023	Whiting River	42.052793	-73.241032	7710238	58d	58	SomeStrs	6.8814	34.2198	47.9652	328.3112	1.701	11.3072	3.9116	4.3146	66.286	1.9529	0.0197	0.1165	1.9343	0.008	0.1087	174.8149	0.734937972663	0.6	0.0199	0.2436	100	712.2891	13.2771	5.0272	2.6208	0.85	78.4	6.71	6.91	5.65	1.06	8104.22532007958	6770.5009710605	1209.31882619932	13.6400407610515	7.86398917881245	-10.9416032300157	18.69267780835	145.9666	667	5.9767	42.4493	145.9695	1.7854	10.0937	109.11	612411	1.98923769967301E-05	24.2802	732.0524	20.6	102	8.55	36	0.1	5.4	0.002	38	0.434	0.53	0.011	1.5	51	0.402	7.03
PrimeStrs_3361	MA	2023	PrimeStrs_3361	PrimeStrs_3361	8/2/2023	Millers River	42.677886	-72.061585	9343361	58g	58	Strs	4.5675	143.9109	47.997	286.3423	1.6431	14.9085	2.8739	7.5859	60.9254	3.1998	0.0672	0.153	2.4765	0.0395	0.1729	88.7489	0.601923097524613	8.48	0.0063	0.2061	23.15	650.7462	12.0977	4.5906	2.4025	17.3	57.2	2.98	11.8	2.98	0	8554.48546033062	8569.75261836576	1195.42715230936	13.522699730601	7.45843977668966	-12.7135172142069	20.098298891125	46.2136	641	3.5783	59.9394	105.3691	5.9354	12.2228	146.2725	301861	2.58007320148424E-05	103.5311	821.4638	22.2	157	8.44	1	0.05	28	0.0028	130	0.15	0.15	0.025	3.2	66	0.569	6.27
MA9628b090622	MA	2022	PrimeStrs_9628	PrimeStrs_9628	9/6/2022	Onota Brook	42.46609887	-73.25488434	7709628	58b	58	HighStrs	1.683	29.7279	46	324.9139	0.15	0.9	33.2	1.3557	11.15	2.735	0.1	0.085	0.15	0.0006	0.1476	108.6189	0.386775263	23.09	0.0386	0.27	91.71	646.169	12.2275	4.6105	2.389	41.24	19.89	6.84	2.78	6.84	0	7391.01657	8543.72514	1134.553224	13.53566881	7.500521866	-12.03930492	17.91122193	120.0968	667	7.35	52.3744	118.49	5.75	28.27	148.97	612411	6.89E-06	32.11	840.7455	19.2	0.254	8.1	85.8	0.18	16	0.003	16	0.415	0.6	0.017	2.4	110	0.64	8.13
MA208b090722	MA	2022	PrimeRef_0208	PrimeRef_0208	9/7/2022	West Brook	42.24787164	-73.28014542	7710208	58d	58	BestRef	12.8367	12.8367	45.8339	521.7996	2.7456	14.1271	3.2621	5.5192	66.1293	2.0994	0.0212	0.1288	2.4712	0.0063	0.11	147.618	0.815645721	0.12	0.0003	0.2304	100	669.1029	12.542	4.7437	2.4692	0.12	90.78	0.02	5.17	0.02	0	13860.65012	11556.05579	1300.663039	12.30747972	6.921666772	-11.43239152	17.17512378	157.15	667	5.8687	39.8162	141.3289	1.4202	8.0268	102.7538	612411	5.94E-07	0.4164	713.3639	16.8	0.057	8	14	0.05	1.3	0.001	52	0.522	0.52	0.022	2.1	48	0.138	6.45
MA0208QCb090722	MA	2022	PrimeRef_0208	PrimeRef_0208_QC	9/7/2022	West Brook	42.24787164	-73.28014542	7710208	58d	58	BestRef	12.8367	12.8367	45.8339	521.7996	2.7456	14.1271	3.2621	5.5192	66.1293	2.0994	0.0212	0.1288	2.4712	0.0063	0.11	147.618	0.815645721	0.12	0.0003	0.2304	100	669.1029	12.542	4.7437	2.4692	0.12	90.78	0.02	5.17	0.02	0	13860.65012	11556.05579	1300.663039	12.30747972	6.921666772	-11.43239152	17.17512378	157.15	667	5.8687	39.8162	141.3289	1.4202	8.0268	102.7538	612411	5.94E-07	0.4164	713.3639	16.9	0.057	8.7	13.4	0.05	1.4	0.002	50	0.447	0.45	0.022	1.9	47	0.332	6.86
MA5379b090722	MA	2022	PrimeRef_5379	PrimeRef_5379	9/7/2022	Valley Brook	42.08197453	-72.9096246	6105379	58e	58	BestRef	7.2927	7.2927	45.7232	362.9747	1.4849	12.5323	2.7128	5.102	65.0952	2.1431	0.0549	0.1389	2.3585	0.0494	0.177	96.6135	0.817753487	0.22	0.0023	0.26	100	716.4805	13.3443	5.0261	2.6005	0.37	93.15	0.87	2.54	0.77	0.1	8014.494971	6536.844497	1325.212103	13.52530619	7.629512792	-11.59476773	17.33741643	134.4442	699.3826	5.73	41	140.4	0.64	7.69	91.06	690281.0865	2.14E-05	51.5762	730.1491	15.7	0.046	8.5	6.7	0.05	1.4	0.001	27	0.15	0.15	0.01	0.86	29	0.195	6.5
MA363b090822	MA	2022	PrimeRef_0363	PrimeRef_0363	9/8/2022	Broad Brook	42.73553196	-73.20485698	22290363	58b	58	BestRef	26.8353	26.8353	48	548.7819	1.4016	8.978	6.1156	3.7328	61.6548	3.9379	0.0189	0.1008	1.6462	0.0125	0.0573	190.5806	0.796806972	0.67	0.0038	0.3456	76.52	655.9561	12.7244	4.744	2.4169	1.12	92.89	1.05	2.21	1.05	0	30817.94987	25825.24545	1280.415115	11.83959806	6.557064674	-11.6264413	16.56443705	201.0717	714	7.1323	37.0689	120.9892	1.8001	6.0612	122.9154	410926	1.5E-05	4.2105	708.1333				62.4	0.16	5.4	0.005	13	0.15	0.15	0.005	0.1	72	0.943	
MA4614b090822	MA	2022	PrimeRef_4614	PrimeRef_4614	9/8/2022	Dunbar Brook	42.7045149	-72.95266602	10294614	58c	58	BestRef	1.6128	28.0449	45.4699	458.8494	1.5712	14.0376	2.8546	7.0835	60.5349	2.8982	0.0475	0.1417	2.3252	0.0356	0.2134	95.2279	0.879588089	0.33	0	0.23	100	701.362	13.4503	5.0403	2.5879	0.89	98.38	0	0.17	0	0	1773.82997	1380.940522	1319.350257	12.0757667	6.585263772	-11.93046861	16.87525082	183.1385	862	5.8043	39.3933	149.7619	1.2599	8.7785	97.5848	403818	0	0	671.5843				6.8	0.05	5	0.001	17	0.15	0.15	0.005	0.1	14	0.135	
MA387b090822	MA	2022	PrimeStrs_0387	PrimeStrs_0387	9/8/2022	Dry Brook	42.60754542	-73.12540686	22290387	58b	58	Strs	24.0975	27.2718	46.0739	482.0214	1.3135	11.0754	8.7771	5.2908	53.0557	2.4185	0.0481	0.1197	2.0783	0.0249	0.1097	115.2377	0.572875924	2.08	0.0608	0.2547	100	669.4343	12.7563	4.7936	2.4715	4.2	65.86	20.14	5.18	19.93	0.21	31519.28728	27161.70524	1305.084071	12.25054579	6.789479732	-11.71635873	17.10313431	166.3205	713.2703	8.9738	37.82	119.3695	2.5946	5.3396	124.7089	411066.7911	0.000194891	73.0077	735.0579				94.3	0.14	19	0.001	26	0.302	0.44	0.005	0.29	140	0.191	8
MA3479b090822	MA	2022	PrimeRef_3479	PrimeRef_3479	9/8/2022	Westfield River	42.51463153	-72.9929962	6093479	58c	58	BestRef	1.6218	35.6823	46.0577	523.3303	1.5588	13.9884	2.3023	6.9948	61.1096	2.8099	0.0501	0.1404	2.3492	0.0364	0.2389	94.5932	0.796687971	0.48	0.0042	0.23	100	712.041	13.4917	5.0688	2.6127	0.84	94.45	1	0.72	1	0	1751.202697	1376.909134	1330.679883	11.97654451	6.666296609	-11.54001111	17.42362621	136.1077	711	6.1326	41.547	106.7443	2.0268	4.9442	123.9521	561412	1E-06	5.6757	712.6421				32.8	0.05	19	0.002	24	0.576	0.58	0.005	0.37	72	0.454	7.7
MA6009b090922	MA	2022	PrimeStrs_6009	PrimeStrs_6009	9/9/2022	Meadow Brook	42.46184905	-72.88943792	6096009	58c	58	Strs	3.2616	10.8963	45.8035	365.1481	1.2415	11.9334	1.1867	5.8274	66.9736	2.1258	0.0377	0.1237	2.1077	0.0227	0.1619	144.5012	0.520594141	1.6	0.0395	0.23	100	680.0781	12.7989	4.8231	2.4978	3.18	68.6	13.02	9.82	13.02	0	7115.223082	6449.860111	1227.106156	13.20006774	7.072656138	-11.58832815	17.07979966	125.4247	711	6.21	42.19	96.6	2.22	4.04	130.17	561412	9.97E-05	48.6649	755.915				25.1	0.24	17	0.005	18	0.407	0.65	0.011	1	110	1.07	7.3
MA4990b090922	MA	2022	PrimeStrs_4990	PrimeStrs_4990	9/9/2022	South River	42.52224973	-72.7803288	10294990	58f	58	HighStrs	4.527	7.2621	47.0054	365.4988	1.4803	11.712	8.7876	5.868	50.635	2.7721	0.06	0.1331	1.8901	0.0305	0.2492	92.9762	0.386342289	2.73	0.0611	0.26	100	661.8825	12.4405	4.6933	2.435	5.37	66.75	19.48	2.41	19.48	0	9224.595041	8486.132888	1302.192344	13.03920402	7.153392581	-11.58099434	16.40943188	149.5416	862	5.7306	41.084	140.3472	0.6403	7.6881	91.0984	403818	0.000461205	218.7856	713.1334				48.8	0.5	54	0.002	12	0.15	0.5	0.005	1.5	170	0.379	7.4
MA4990QCb090922	MA	2022	PrimeStrs_4990	PrimeStrs_4990_QC	9/9/2022	South River	42.52224973	-72.7803288	10294990	58f	58	HighStrs	4.527	7.2621	47.0054	365.4988	1.4803	11.712	8.7876	5.868	50.635	2.7721	0.06	0.1331	1.8901	0.0305	0.2492	92.9762	0.386342289	2.73	0.0611	0.26	100	661.8825	12.4405	4.6933	2.435	5.37	66.75	19.48	2.41	19.48	0	9224.595041	8486.132888	1302.192344	13.03920402	7.153392581	-11.58099434	16.40943188	149.5416	862	5.7306	41.084	140.3472	0.6403	7.6881	91.0984	403818	0.000461205	218.7856	713.1334				49.1	0.51	59	0.002	11	0.15	0.51	0.01	1.1	140	0.35	7.4
MA1351b090922	MA	2022	PrimeRef_1351	PrimeRef_1351	9/9/2022	Unnamed Tributary	42.46890058	-72.38113392	7691351	58g	58	BestRef	5.3649	10.3896	47.5445	272.5265	2.3127	13.7133	6.0002	7.2776	59.3631	3.4453	0.032	0.1355	1.7788	0.0164	0.0596	149.9045	0.804222518	0.06	0.0008	0.19	78.95	772.4719	14.3583	5.4676	2.8784	0.12	97.66	0.2	1.48	0.2	0	5747.258353	4752.604225	1316.641692	13.72419526	7.715478907	-11.15076339	17.82241306	18.3928	469	4.99	55.7	99.95	1.45	13.98	139.56	439717	8.88E-06	3.5954	743.3607				3.4	0.05	5.3	0.002	23	0.15	0.15	0.005	0.3	39	0.311	6.6
MA4427b091022	MA	2022	PrimeRef_4427	PrimeRef_4427	9/10/2022	Mine Brook	42.0622339	-71.84614989	6144427	59c	59	BestRef	2.0817	2.9241	52.0026	214.4028	3.54	14.2833	1.39	1.99	72.3	0.45	0.03	0.1	4.49	0.0034	0.0001	188.6766	0.83168738	0.61	0.0002	0.2007	30.44	657.6205	12.2424	4.6035	2.3748	1.51	94.47	0.09	2.9	0.09	0	3355.873148	3175.446737	1215.295678	14.33226366	9.00163052	-9.792606996	17.27989773	88.1611	689	6.5281	48.2809	117.2176	0.7931	10.0978	115.1433	394043.9473	4.82E-07	4.3132	771.5153	15.1	0.0213	10.6	1	0.05	2.5	0.002	2.5	0.15	0.15	0.005	0.1	44	0.503	6.05
MA6327b091022	MA	2022	PrimeStrs_6327	PrimeStrs_6327	9/10/2022	Kettle Brook	42.24010242	-71.879113	166196327	59b	59	HighStrs	0.9639	17.7741	53.1279	234.6711	2.2759	14.2075	4.36	6.645	60.4379	2.6575	0.04	0.15	1.98	0.0402	0.2988	110.3559	0.626994461	13.16	0	0.22	100	669.3221	12.4177	4.6845	2.4295	25.77	43.04	0.37	12.51	0.37	0	2905.718626	2959.38028	1228.691061	14.05303759	8.852309339	-9.740429315	18.38496729	93.0232	700	6.44	45.8002	73.97	0.79	5.36	139.3	776153	0	0	780.5612	18.1	0.269	10.2	24.7	0.1	61	0.001	26	0.365	0.46	0.016	1	170	0.269	6.88
