#SampleID	State	Year	SiteAlias	dashedName	SampleID2	Collected-Date	WaterbodyName	Latitude	Longitude	COMID	US-L4CODE	US-L3CODE	DIST-Cat	CatAreaSqKm	WsAreaSqKm	BFICat	ElevCat	Na2OCat	Al2O3Cat	CaOCat	Fe2O3Cat	SiO2Cat	MgOCat	SCat	P2O5Cat	K2OCat	NCat	HydrlCondCat	CompStrgthCat	ICI-v2-1	PctImp2019Cat	AgKffactCat	KffactCat	PctGlacTilCrsCat	SN-2008Cat	NO3-2008Cat	InorgNWetDep-2008Cat	NH4-2008Cat	PctUrban2019Cat	PctForest2019Cat	PctAg2019Cat	PctWetland2019Cat	PctHay2019Cat	PctCrop2019Cat	NsurpCat	NANICat	PrecipCat	TmaxCat	TmeanCat	TminCat	MSST-Avg	RockNCat	RunoffCat	ClayCat	SandCat	WtDepCat	OmCat	PermCat	RckDepCat	sw-fluxCat	WaterInputCat	wdrw-LDCat	WetIndexCat	Temperature-DegC	SpecConductivity-msCm	DO	Tot-Alk	NO3NO2	Chloride	Chla-area	Color-app	TKN	TN	TP	Turbidity	TDS	Chla-conc	pH
PrimeStrs_7587-2025	MA	2025	PrimeStrs-7587	PrimeStrs-7587-2025	PrimeStrs-7587	8-Sep-25	Quinebaug River	42.109561	-72.118569	6147587	59b	59	Strs	3.6162	165.2166	53.3444	225.2441	1.9657	15.0865	4.0599	7.8347	61.084	3.4868	0.0694	0.1688	2.1798	0.0318	0.2099	103.5209	0.533350754	9.93	0.0145	0.2162	100	676.4711	12.591	4.749	2.462	17.79	60.23	4.9	6.77	4.9	0	7713.772019	7706.421759	1241.719885	14.26699873	8.62468041	-9.998382357	20.76884219	96.3314	689	6.4267	45.7771	74.8274	0.7885	5.4416	139.1396	393382	3.96E-05	208.5645	741.8136	21.4	159.6	8.85	17.1	0.05	28	0.0021	33	0.524	0.52	0.016	1.6	94	0.424	7.31
PrimeStrs_7673-2024	MA	2024	PrimeStrs-7673	PrimeStrs-7673-2024	PrimeStrs-7673	13-Aug-24	Not Available	42.421301	-71.169094	5867673	59d	59	Strs	15.0696	102.1176	55.7901	55.1025	3.0564	16.0812	7.4315	8.4739	54.8738	4.492	0.0548	0.2013	1.3324	0.0087	0.3727	208.8204	0.486314501	45.01	0.001	0.1796	16.14	604.7761	10.9778	4.1191	2.1181	73.24	9.1	0.13	6.42	0.13	0	186784.7724	224122.1611	1247.61787	15.39212483	9.666808751	-7.694177039	19.99056222	7.1292	509.9452	4.6919	55.6621	102.5977	1.0949	16.3727	125.963	2003062.546	1.11E-05	1.5952	833.3915	19.6	751	8.68	74.1	0.93	160	0.0039	32	0.545	1.5	0.054	2.6	430	0.786	7.89
PrimeStrs_8209_QC-2023	MA	2023	PrimeStrs-8209	PrimeStrs-8209-QC-2023	PrimeStrs-8209-QC	7/31/23	East Branch Ware River	42.454408	-71.950516	7688209	58g	58	Strs	2.826	35.0919	51	293.2322	1.1878	14.5135	0.9964	7.0809	59.7603	2.7465	0.0532	0.1356	2.9649	0.0502	0.1392	71.8406	0.67251158	2.12	0.0161	0.22	0	646.0595	11.997	4.5424	2.3699	4.36	60.95	4.2	21.09	4.2	0	3871.38251	3407.98443	1213.035535	13.59013209	7.743883416	-11.37570048	18.45791263	99.5721	469	6.44	45.66	73.97	0.79	5.36	139.3	439717	3.67E-05	241.4654	756.7761				2.8	0.05	11	8.00E-04	70	0.43	0.43	0.027	1	38	0.161	6.24
PrimeStrs_8209-2023	MA	2023	PrimeStrs-8209	PrimeStrs-8209-2023	PrimeStrs-8209	7/31/23	East Branch Ware River	42.454408	-71.950516	7688209	58g	58	Strs	2.826	35.0919	51	293.2322	1.1878	14.5135	0.9964	7.0809	59.7603	2.7465	0.0532	0.1356	2.9649	0.0502	0.1392	71.8406	0.67251158	2.12	0.0161	0.22	0	646.0595	11.997	4.5424	2.3699	4.36	60.95	4.2	21.09	4.2	0	3871.38251	3407.98443	1213.035535	13.59013209	7.743883416	-11.37570048	18.45791263	99.5721	469	6.44	45.66	73.97	0.79	5.36	139.3	439717	3.67E-05	241.4654	756.7761	20.4	70	7.71	4.4	0.05	11	9.00E-04	74	2.27	2.3	0.012	1.4	32	0.189	6.53
PrimeStrs_8233-2024	MA	2024	PrimeStrs-8233	PrimeStrs-8233-2024	PrimeStrs-8233	17-Aug-24	Stillwater River	42.424077	-71.796867	6078233	59h	59	Strs	0.7245	73.0656	52.3826	134.7401	1.4149	14.4371	1.7106	6.9977	59.8164	2.7339	0.0498	0.1382	2.7541	0.0482	0.1719	80.2055	0.523878472	8.82	0.0349	0.18	0	659.304	12.2208	4.613	2.3952	17.15	36.52	17.39	20.37	17.39	0	1519.47814	1468.640425	1187.123175	14.88140246	9.000230647	-10.29701881	19.96400658	88.9952	494	2.35	71.8784	136.77	0.96	32.24	146.05	594044	2.40E-05	603.1241	893.2	19.9	110.1	8.08	12.7	0.12	18	0.0024	50	0.5	0.62	0.019	1.4	60	0.493	6.44
PrimeStrs_8297-2025	MA	2025	PrimeStrs-8297	PrimeStrs-8297-2025	PrimeStrs-8297	8-Sep-25	Turkey Hill Brook	42.26298	-71.99318	7688297	59b	59	Strs	3.1095	44.2134	52.9395	257.0947	2.2082	14.2256	4.1516	6.6727	60.389	2.6635	0.0408	0.1491	2.0409	0.0409	0.2888	107.9845	0.565493451	3.32	0.0366	0.2034	59.07	672.3617	12.4841	4.7224	2.46	6.8	63.59	14.53	4.4	14.53	0	7460.791587	7262.971998	1226.567933	13.90039436	8.538305808	-10.00567283	19.22628038	95.5063	469	6.4116	46.9585	74.4062	0.7912	5.5467	139.3469	439717	9.49E-05	573.6512	744.0865	18.3	157.3	9.4	19.1	0.05	25	0.0025	37	0.547	0.55	0.014	0.82	100	0.508	7.38
PrimeStrs_8571-2024	MA	2024	PrimeStrs-8571	PrimeStrs-8571-2024	PrimeStrs-8571	13-Aug-24	Town Brook	41.952626	-70.667944	5878571	84a	84	Strs	2.5263	23.9553	55.331	35.664	2.7317	14.4311	1.65	4.3767	67.3633	1.47	0.0333	0.12	3.3633	0.0098	0.0919	136.5466	0.445341019	27.08	0.0074	0.1262	0	589.964	9.9765	3.7131	1.8833	46.59	21.06	4.17	5.24	0.46	3.71	12814.37355	14910.33432	1303.135193	15.16199273	10.09893426	-5.996009979	20.06643696	13.109	700	2.5866	83.0961	170.4243	0.2718	45.2956	150.3319	2245464	0.000306429	61.7381	774.7848	22.1	234	8.41	27.5	0.26	48	0.0012	17	0.679	0.94	0.026	2.5	100	0.246	8.79
PrimeStrs_8773_QC-2025	MA	2025	PrimeStrs-8773	PrimeStrs-8773-QC-2025	PrimeStrs-8773-QC	9-Sep-25	Not Available	42.6447477	-72.5432393	6778773	59a	59	Strs	8.8263	91.2384	48.2285	116.7283	0.711	10.0789	1.4829	3.2704	69.4994	1.5111	0.0905	0.1333	2.4488	0.0665	0.1284	87.3092	0.513081736	3.31	0.0332	0.1886	100	643.7124	12.0518	4.5581	2.3742	6.93	69.22	15.28	2.79	14.88	0.4	17219.46254	16100.28012	1206.847561	14.5510708	8.301585211	-10.98004496	19.81188964	121.8387	642.2129	6.195	50.5946	119.8379	0.5713	13.024	120.8397	385724.4189	0.000698637	157.5379	724.1947				27.9	0.69	75	0.0035	6	0.15	0.69	0.005	0.32	200	0.701	7.21
PrimeStrs_8773-2024	MA	2024	PrimeStrs-8773	PrimeStrs-8773-2024	PrimeStrs-8773	16-Aug-24	Not Available	42.6447477	-72.5432393	6778773	59a	59	Strs	8.8263	91.2384	48.2285	116.7283	0.711	10.0789	1.4829	3.2704	69.4994	1.5111	0.0905	0.1333	2.4488	0.0665	0.1284	87.3092	0.513081736	3.31	0.0332	0.1886	100	643.7124	12.0518	4.5581	2.3742	6.93	69.22	15.28	2.79	14.88	0.4	17219.46254	16100.28012	1206.847561	14.5510708	8.301585211	-10.98004496	19.81188964	121.8387	642.2129	6.195	50.5946	119.8379	0.5713	13.024	120.8397	385724.4189	0.000698637	157.5379	724.1947	17.3	171	10.32	30.3	0.34	31	0.0012	7	0.15	0.34	0.011	0.77	65	0.25	7.49
PrimeStrs_8773-2025	MA	2025	PrimeStrs-8773	PrimeStrs-8773-2025	PrimeStrs-8773	9-Sep-25	Not Available	42.6447477	-72.5432393	6778773	59a	59	Strs	8.8263	91.2384	48.2285	116.7283	0.711	10.0789	1.4829	3.2704	69.4994	1.5111	0.0905	0.1333	2.4488	0.0665	0.1284	87.3092	0.513081736	3.31	0.0332	0.1886	100	643.7124	12.0518	4.5581	2.3742	6.93	69.22	15.28	2.79	14.88	0.4	17219.46254	16100.28012	1206.847561	14.5510708	8.301585211	-10.98004496	19.81188964	121.8387	642.2129	6.195	50.5946	119.8379	0.5713	13.024	120.8397	385724.4189	0.000698637	157.5379	724.1947	13.8	355.3	10.29	28.6	0.68	75	0.0023	5	0.15	0.68	0.005	0.3	180	0.457	7.24
PrimeStrs_8803_QC-2025	MA	2025	PrimeStrs-8803	PrimeStrs-8803-QC-2025	PrimeStrs-8803-QC	7-Sep-25	West Branch Westfield River	42.332167	-73.074457	6098803	58c	58	Strs	4.5603	60.0759	43.09	430.713	2.4087	13.8391	2.4396	5.1666	67.328	1.7877	0.0311	0.1301	2.678	0.0089	0.1643	133.2324	0.806636814	0.59	0.0036	0.23	100	751.8628	14.1249	5.3243	2.758	0.99	89.38	1.22	4.15	1.22	0	5361.469319	4292.043912	1289.674023	12.90215144	7.110907551	-11.29407919	18.66670073	135.5418	711	5.8515	39.7557	143.5773	1.3763	8.2272	101.3756	561412	2.30E-06	4.4927	721.4969				43.3	0.05	15	0.0054	19	0.342	0.34	0.005	0.48	91	1.1	7.65
PrimeStrs_8803-2023	MA	2023	PrimeStrs-8803	PrimeStrs-8803-2023	PrimeStrs-8803	8/6/23	West Branch Westfield River	42.332167	-73.074457	6098803	58b	58	SomeStrs	4.5603	60.0759	43.09	430.713	2.4087	13.8391	2.4396	5.1666	67.328	1.7877	0.0311	0.1301	2.678	0.0089	0.1643	133.2324	0.806636814	0.59	0.0036	0.23	100	751.8628	14.1249	5.3243	2.758	0.99	89.38	1.22	4.15	1.22	0	5361.469319	4292.043912	1289.674023	12.90215144	7.110907551	-11.29407919	18.66670073	135.5418	711	5.8515	39.7557	143.5773	1.3763	8.2272	101.3756	561412	2.30E-06	4.4927	721.4969	18.2	195.1	9.5	34.2	0.05	22	0.0045	22	0.15	0.15	0.005	0.76	86	0.847	7.52
PrimeStrs_8803-2025	MA	2025	PrimeStrs-8803	PrimeStrs-8803-2025	PrimeStrs-8803	7-Sep-25	West Branch Westfield River	42.332167	-73.074457	6098803	58c	58	Strs	4.5603	60.0759	43.09	430.713	2.4087	13.8391	2.4396	5.1666	67.328	1.7877	0.0311	0.1301	2.678	0.0089	0.1643	133.2324	0.806636814	0.59	0.0036	0.23	100	751.8628	14.1249	5.3243	2.758	0.99	89.38	1.22	4.15	1.22	0	5361.469319	4292.043912	1289.674023	12.90215144	7.110907551	-11.29407919	18.66670073	135.5418	711	5.8515	39.7557	143.5773	1.3763	8.2272	101.3756	561412	2.30E-06	4.4927	721.4969	14.6	9.51	143	42.5	0.05	12	0.0027	18	0.354	0.35	0.005	0.44	78	0.544	7.58
PrimeStrs_9606-2023	MA	2023	PrimeStrs-9606	PrimeStrs-9606-2023	PrimeStrs-9606	8/6/23	Wahconah Falls Brook	42.484309	-73.148521	7709606	58b	58	Strs	0.4896	49.9185	46	354.5276	0.1307	0.6619	32.2446	1.1126	8.1647	8.3984	0.0781	0.0641	0.1597	0.031	0.1281	118.1349	0.509025437	14.34	0.0516	0.2705	4.96	685.6128	12.9968	4.8946	2.5317	28.67	33.63	13.79	18.2	13.79	0	1945.783171	2262.570125	1217.934561	13.31925388	7.260212095	-12.21985283	18.22874007	149.3082	667	8.178	45.598	118.5586	5.4329	24.2804	146.5562	612411	3.60E-06	61.8602	879.4908	19.4	252	9.7	65.2	0.12	30	0.0125	27	0.34	0.46	0.059	0.44	140	2.49	7.64
PrimeStrs_9628-2022	MA	2022	PrimeStrs-9628	PrimeStrs-9628-2022	PrimeStrs-9628	9/6/22	Onota Brook	42.46609887	-73.25488434	7709628	58b	58	HighStrs	1.683	29.7279	46	324.9139	0.15	0.9	33.2	1.3557	11.15	2.735	0.1	0.085	0.15	0.0006	0.1476	108.6189	0.386775263	23.09	0.0386	0.27	91.71	646.169	12.2275	4.6105	2.389	41.24	19.89	6.84	2.78	6.84	0	7391.01657	8543.72514	1134.553224	13.53566881	7.500521866	-12.03930492	17.91122193	120.0968	667	7.35	52.3744	118.49	5.75	28.27	148.97	612411	6.89E-06	32.11	840.7455	19.2	0.254	8.1	85.8	0.18	16	0.003	16	0.415	0.6	0.017	2.4	110	0.64	8.13
PrimeStrs_9666-2023	MA	2023	PrimeStrs-9666	PrimeStrs-9666-2023	PrimeStrs-9666	8/5/23	Southwest Branch Housatonic River	42.43989713	-73.29401043	7709666	58b	58	HighStrs	0.3339	52.5717	45.1456	317.6596	0.15	0.9	33.2	1.3557	11.15	2.735	0.1	0.085	0.15	6.00E-04	0.1476	108.6189	0.397342858	27.51	0.0657	0.28	100	653.7024	12.3528	4.6612	2.4179	48.24	16.18	7.55	6.47	7.55	0	1250.658888	1363.214957	1115.060323	13.58606971	7.557514264	-12	18.97432501	134.0895	667	12.3	34.02	118.9	3.48	4.42	134.54	612411	1.23E-06	28.4568	784.6173	21.5	436	8.93	120	0.15	25	0.0039	22	3.81	4	0.016	1.9	150	0.787	7.77
PrimeStrs_97435-2025	MA	2025	PrimeStrs-97435	PrimeStrs-97435-2025	PrimeStrs-97435	7-Sep-25	Westfield River	42.15510819	-72.81341348	6097435	58e	58	Strs	7.2702	919.3203	43.9432	96.9889	0.854	11.0633	1.1593	4.1904	67.871	1.7373	0.0571	0.1258	2.4895	0.0549	0.1316	95.5135	0.382899502	6.6	0.0412	0.2238	47.72	700.3035	13.0371	4.9183	2.5514	12.71	52.2	17.29	2.7	5.29	12	21122.3984	22007.01061	1215.196442	15.24638364	9.401662334	-9.704419263	23.03194453	148.7696	711	2.9309	65.9867	129.3733	0.9263	28.5618	146.0562	561412	0.000457437	1012.8556	839.502	20	158.2	10.18	29.1	0.15	25	6.00E-04	11	0.338	0.49	0.012	0.62	100	0.123	7.79
